,sender_num,platform,ave_total_time,data_num,data_size,throughput[GB/s]
300,1,GPU-MPI,0.09253,640,8,0.05277004755214525
301,1,GPU-MPI,0.092541,640,8,0.0527637749754163
302,1,GPU-MPI,0.092541,640,8,0.0527637749754163
303,1,GPU-MPI,0.092548,640,8,0.05275978411202835
304,1,GPU-MPI,0.092543,640,8,0.05276263466712772
305,1,GPU-MPI,0.092545,640,8,0.052761494408125775
306,1,GPU-MPI,0.092543,640,8,0.05276263466712772
307,1,GPU-MPI,0.092541,640,8,0.0527637749754163
308,1,GPU-MPI,0.092536,640,8,0.05276662596178785
309,1,GPU-MPI,0.092531,640,8,0.05276947725627087
310,1,GPU-MPI,0.092536,640,8,0.05276662596178785
311,1,GPU-MPI,0.092539,640,8,0.05276491533299474
312,1,GPU-MPI,0.092543,640,8,0.05276263466712772
313,1,GPU-MPI,0.092541,640,8,0.0527637749754163
314,1,GPU-MPI,0.092534,640,8,0.05276776644260488
315,1,GPU-MPI,0.092531,640,8,0.05276947725627087
316,1,GPU-MPI,0.092548,640,8,0.05275978411202835
317,1,GPU-MPI,0.092534,640,8,0.05276776644260488
318,1,GPU-MPI,0.092546,640,8,0.0527609242971063
319,1,GPU-MPI,0.092539,640,8,0.05276491533299474
320,1,GPU-MPI,0.092537,640,8,0.052766055739866216
321,1,GPU-MPI,0.092541,640,8,0.0527637749754163
322,1,GPU-MPI,0.092547,640,8,0.05276035419840729
323,1,GPU-MPI,0.092548,640,8,0.05275978411202835
324,1,GPU-MPI,0.092554,640,8,0.052756363852453705
325,1,GPU-MPI,0.092543,640,8,0.05276263466712772
326,1,GPU-MPI,0.092528,640,8,0.05277118818087498
327,1,GPU-MPI,0.092531,640,8,0.05276947725627087
328,1,GPU-MPI,0.092519,640,8,0.05277632162042391
329,1,GPU-MPI,0.092537,640,8,0.052766055739866216
330,1,GPU-MPI,0.092521,640,8,0.05277518076977118
331,1,GPU-MPI,0.092539,640,8,0.05276491533299474
332,1,GPU-MPI,0.09254,640,8,0.05276434514804409
333,1,GPU-MPI,0.092539,640,8,0.05276491533299474
334,1,GPU-MPI,0.092525,640,8,0.05277289921642799
335,1,GPU-MPI,0.092528,640,8,0.05277118818087498
336,1,GPU-MPI,0.092527,640,8,0.05277175851373113
337,1,GPU-MPI,0.09252,640,8,0.05277575118893212
338,1,GPU-MPI,0.092532,640,8,0.05276890697272295
339,1,GPU-MPI,0.092563,640,8,0.05275123429448051
340,1,GPU-MPI,0.092537,640,8,0.052766055739866216
341,1,GPU-MPI,0.092541,640,8,0.0527637749754163
342,1,GPU-MPI,0.092538,640,8,0.05276548553026865
343,1,GPU-MPI,0.092542,640,8,0.05276320481511098
344,1,GPU-MPI,0.09253,640,8,0.05277004755214525
345,1,GPU-MPI,0.092532,640,8,0.05276890697272295
346,1,GPU-MPI,0.092531,640,8,0.05276947725627087
347,1,GPU-MPI,0.09251,640,8,0.05278145605880446
348,1,GPU-MPI,0.09252,640,8,0.05277575118893212
349,1,GPU-MPI,0.092533,640,8,0.052768336701501085
350,1,GPU-MPI,0.092528,640,8,0.05277118818087498
351,1,GPU-MPI,0.092544,640,8,0.05276206453146611
352,1,GPU-MPI,0.092529,640,8,0.05277061786034649
353,1,GPU-MPI,0.09252,640,8,0.05277575118893212
354,1,GPU-MPI,0.092536,640,8,0.05276662596178785
355,1,GPU-MPI,0.09258,640,8,0.05274154785050767
356,1,GPU-MPI,0.092516,640,8,0.05277803298888841
357,1,GPU-MPI,0.092533,640,8,0.052768336701501085
358,1,GPU-MPI,0.092558,640,8,0.05275408392575466
359,1,GPU-MPI,0.09254,640,8,0.05276434514804409
360,1,GPU-MPI,0.092531,640,8,0.05276947725627087
361,1,GPU-MPI,0.092528,640,8,0.05277118818087498
362,1,GPU-MPI,0.092518,640,8,0.052776892064246954
363,1,GPU-MPI,0.092518,640,8,0.052776892064246954
364,1,GPU-MPI,0.092517,640,8,0.052777462520401656
